Date,DepartmentId,JobCategoryId,RequiredWorkedHoursValue,ActualWorkedHoursValue
2026-10-28,58,4,8.19,9.25
2027-04-02,58,6,154.23,128.00
2027-05-08,51,3,50.18,48.75
2026-03-31,52,0,381.77,430.00
2026-09-01,36,6,144.94,128.00
2026-01-02,36,0,395.37,465.00
2027-03-06,46,2,95.67,100.25
2027-05-14,46,3,108.87,116.25
2026-02-26,54,1,218.99,245.75
2027-08-28,43,7,49.40,41.50
2026-09-16,52,1,164.24,195.75
2027-02-09,44,5,78.12,89.25
2026-11-20,58,5,60.08,65.25
2027-05-24,43,1,103.68,92.75
2026-06-30,42,5,117.39,103.00
2027-03-27,53,4,40.79,37.00
2027-02-27,44,5,53.31,49.50
2027-03-02,50,1,175.54,196.25
2026-11-29,44,5,33.98,42.25
2026-10-10,47,1,108.90,90.50
2026-12-11,51,1,196.44,176.25
2027-03-27,41,3,71.44,86.00
2027-04-24,130,2,84.48,76.25
2026-05-27,59,2,72.64,69.25
2027-01-18,57,3,81.88,99.25
2026-01-02,37,6,79.95,77.00
2026-03-26,55,6,35.65,38.50
2026-01-19,45,4,36.70,31.50
2026-06-03,57,3,102.28,92.75
2027-06-04,50,3,89.12,73.50
2026-04-29,130,6,87.27,102.25
2027-06-27,35,3,65.02,80.25
2027-04-20,36,3,118.36,133.25
2027-06-09,47,4,45.91,51.00
2026-03-01,42,1,236.05,223.25
2026-09-19,41,5,65.13,59.50
2026-01-17,58,7,13.19,11.75
2027-07-29,46,5,60.71,55.75
2026-07-18,57,1,191.77,208.25
2026-05-11,45,1,154.41,152.75
2026-12-06,51,5,103.03,102.25
2026-11-23,49,5,46.49,42.75
2026-11-03,40,4,25.27,28.50
2026-07-22,43,5,106.26,91.00
2027-07-23,51,5,135.17,126.25
2026-04-19,44,1,158.51,173.75
2027-06-04,56,7,28.56,33.25
2026-02-04,36,4,28.79,29.00
2026-04-27,59,5,64.28,65.75
2027-07-08,57,1,104.02,101.25
2027-06-25,53,4,40.04,42.25
2026-06-11,37,7,49.75,41.00
2027-07-01,42,7,51.81,48.25
2026-04-16,36,4,27.70,31.00
2026-11-07,53,2,24.41,31.00
2027-03-03,45,5,57.33,57.25
2026-07-27,43,1,138.11,161.75
2027-04-13,58,5,64.77,54.75
2027-02-11,38,5,31.80,28.50
2026-10-05,47,5,99.99,90.00
2027-06-24,56,4,30.13,37.25
2026-09-03,55,7,25.71,29.50
2027-03-02,48,5,51.29,65.00
2027-01-14,40,4,21.87,18.50
2027-07-13,55,1,126.68,112.00
2027-07-10,51,1,151.02,176.25
2026-07-21,48,1,113.66,98.25
2026-07-13,57,5,109.62,121.50
2026-10-01,48,1,219.26,257.75
2027-07-24,48,5,130.15,116.75
2026-04-14,44,5,111.60,115.25
2027-07-04,52,4,40.90,34.25
2027-03-24,37,3,61.29,51.50
2026-05-21,55,3,117.71,135.50
2027-01-24,39,3,106.44,102.00
2027-06-12,51,4,26.57,26.00
2026-03-26,60,4,40.40,42.50
2027-05-28,58,3,20.59,18.75
2026-11-17,49,2,25.54,25.00
2027-01-17,130,1,223.20,200.00
2027-07-01,45,2,45.88,44.25
2027-06-18,46,4,8.21,9.25
2026-05-18,60,2,69.33,85.25
2027-01-21,61,3,51.54,52.25
2027-05-25,54,3,64.26,80.75
2026-05-24,40,6,49.21,42.50
2027-08-11,56,6,140.11,120.25
2026-03-28,36,2,20.59,24.75
2027-03-22,50,6,62.21,66.00
2026-06-20,54,2,83.41,93.25
2026-03-31,55,2,23.39,27.75
2027-07-03,39,2,23.82,22.25
2027-06-26,45,6,73.44,63.75
2026-12-12,46,5,70.11,61.75
2027-07-30,58,1,232.67,191.25
2026-07-05,42,1,117.62,133.25
2026-01-24,58,5,70.17,83.00
2026-12-17,46,1,158.86,186.75
2026-12-04,44,1,156.26,151.75
2027-07-07,45,5,66.09,71.25
2026-05-12,40,5,98.02,97.75
2026-06-17,53,4,38.32,33.50
2027-05-19,43,5,79.55,76.00
2027-05-16,54,1,207.29,174.00
2026-01-24,60,1,147.83,126.50
2026-02-13,39,1,166.93,153.50
2026-08-31,39,6,127.14,125.25
2026-08-04,59,3,92.06,107.25
2026-06-11,43,4,29.31,31.50
2026-03-31,58,4,44.90,40.00
2027-02-10,39,4,36.36,36.25
2026-01-12,54,3,82.06,84.00
2026-03-04,130,1,229.18,193.75
2027-09-02,50,3,69.04,63.50
2026-08-04,53,6,86.76,75.25
2026-08-03,56,6,121.11,112.25
2027-01-08,42,2,23.47,24.00
2026-12-25,130,5,100.56,99.00
2026-08-16,58,6,80.46,91.75
2026-06-09,61,2,36.85,33.50
2026-06-27,49,4,13.33,13.75
2027-07-16,46,1,156.66,130.00
2026-07-03,48,1,171.84,171.00
2027-02-02,50,4,27.46,24.00
2026-07-16,48,5,76.96,86.00
2027-02-14,44,1,193.15,237.00
2026-11-13,58,7,44.02,43.00
2027-05-13,48,5,99.31,120.25
2026-08-19,40,3,108.77,118.75
2026-03-28,42,3,119.78,118.00
2026-09-06,36,2,29.48,37.75
2026-06-06,55,6,94.83,93.50
2027-08-20,48,3,38.05,33.50
2027-04-03,55,6,115.07,126.50
2026-06-06,61,3,109.42,127.00
2027-05-07,130,6,132.58,144.50
2027-03-21,40,6,47.36,54.75
2026-11-01,46,4,33.72,37.25
2026-01-18,61,4,11.47,10.75
2026-11-10,60,4,45.57,49.50
2026-06-17,50,2,54.20,50.50
2027-01-17,56,2,41.81,48.75
2026-05-27,56,7,20.18,19.25
2027-03-08,45,1,86.97,87.25
2027-07-05,51,5,120.58,118.75
2027-01-26,37,7,44.19,54.25
2027-07-08,55,5,54.57,50.75
2027-09-01,53,3,80.69,96.50
2027-01-28,47,6,150.99,128.50
2027-01-12,53,7,52.03,47.75
2026-08-21,40,7,55.98,64.75
2026-09-03,36,3,113.52,128.25
2026-06-26,39,4,26.87,29.25
2027-04-23,39,4,45.84,47.00
2026-03-09,57,4,44.35,47.50
2026-01-20,49,0,125.29,142.00
2026-01-15,58,3,56.94,52.75
2027-01-15,47,2,28.72,29.25
2027-04-12,47,3,93.51,101.50
2026-11-03,37,2,45.07,44.00
2026-01-15,52,6,129.09,151.50
2026-03-22,53,0,251.68,268.50
2027-09-13,39,2,63.22,58.00
2026-10-29,37,6,41.48,42.25
2026-03-13,52,0,285.27,283.00
2027-06-11,38,2,47.93,55.50
2027-09-08,45,3,106.77,121.25
2026-03-12,42,0,249.00,282.00
2026-11-10,57,2,78.05,98.25
2026-06-04,35,2,76.31,65.00
2026-04-15,39,4,35.01,33.75
2026-03-13,58,4,31.31,31.75
2027-08-20,54,7,36.95,38.50
2026-05-22,59,6,122.31,120.00
2027-06-20,50,6,103.47,122.25
2026-09-21,35,5,72.96,69.75
2027-08-31,40,4,31.27,35.50
2026-06-05,48,4,45.88,42.25
2026-11-20,50,7,48.46,47.00
2026-01-30,40,5,107.00,96.00
2026-11-01,40,7,20.81,21.00
2026-06-10,40,7,55.93,58.75
2027-02-15,54,1,80.22,70.00
2027-04-20,42,7,28.50,33.75
2026-06-28,48,5,54.15,46.50
2027-04-12,53,7,48.99,45.00
2026-10-02,43,5,98.09,102.00
2026-11-23,41,7,57.51,67.25
2027-04-02,42,7,40.48,33.25
2026-06-08,61,7,55.12,66.00
2026-11-21,55,5,139.94,137.25
2027-01-08,40,6,146.25,150.25
2027-07-03,42,4,13.08,11.75
2026-02-28,130,5,97.09,91.50
2026-11-13,39,3,48.29,43.25
2026-10-26,48,2,60.96,72.00
2027-06-25,50,2,46.58,39.00
2026-06-23,36,3,87.18,101.00
2027-09-10,39,3,93.67,108.50
2026-08-18,39,2,57.75,53.25
2027-06-01,59,3,24.65,24.00
2027-06-10,39,6,72.06,66.50
2026-06-14,44,6,84.26,77.75
2026-08-24,37,4,47.55,55.75
2027-06-10,60,3,54.29,48.50
2026-08-27,41,4,12.56,11.50
2027-01-02,51,3,93.54,90.75
2027-01-21,55,6,129.18,119.50
2026-11-11,52,6,107.02,111.25
2026-04-12,35,4,18.57,20.75
2026-10-31,43,7,20.17,18.25
2027-08-22,48,7,55.97,57.25
2026-01-18,55,7,28.29,27.25
2027-06-18,40,7,28.75,26.75
2026-11-26,45,7,49.50,45.50
2026-02-21,130,7,32.24,34.00
2026-05-18,51,3,72.53,85.75
2026-03-07,45,6,40.57,42.00
2026-01-11,38,2,37.73,43.50
2027-01-09,43,3,22.35,23.00
2027-08-25,42,2,80.22,82.25
2026-06-08,55,3,49.79,49.75
2027-09-08,39,6,114.87,102.00
2027-01-23,36,6,83.74,75.25
2027-03-20,61,4,15.15,12.50
2026-05-17,54,3,79.61,86.50
2026-10-25,54,4,45.09,51.75
2026-12-20,35,5,81.96,89.00
2026-07-28,54,3,91.39,78.50
2026-06-02,130,1,139.12,121.25
2027-04-06,61,2,45.38,49.50
2027-01-11,37,3,62.79,59.00
2026-01-11,41,4,21.78,19.75
2026-06-04,51,4,16.00,15.50
2027-01-02,60,2,59.28,64.00
2027-01-09,37,6,90.04,94.75
2027-04-14,47,7,29.92,26.25
2027-06-03,59,7,36.40,32.50
2027-01-24,58,7,31.94,34.25
2027-04-03,61,3,100.00,96.75
2027-07-01,36,3,36.98,35.25
2027-05-31,35,1,169.78,152.75
2027-03-27,50,2,27.96,33.75
2027-02-02,47,2,56.90,62.00
2026-03-19,37,2,74.35,66.75
2027-03-26,40,2,77.20,82.50
2026-03-11,61,2,90.00,104.25
2027-08-26,43,3,32.20,33.00
2026-11-01,56,6,31.69,29.75
2027-01-05,55,3,36.10,30.50
2027-08-26,37,6,106.26,92.75
2027-03-19,59,6,64.97,56.50
2026-03-04,54,6,98.44,113.00
2026-05-22,53,1,247.46,300.00
2026-07-12,60,5,107.54,99.00
2026-11-18,38,1,240.88,256.25
2026-03-03,49,5,37.79,34.00
2026-04-10,56,5,103.09,94.50
2026-12-19,38,5,119.37,110.75
2026-03-09,59,1,178.64,202.50
2026-03-26,39,7,22.80,19.50
2026-04-15,56,1,242.77,220.50
2027-08-01,50,5,98.10,118.25
2026-10-30,46,7,36.78,42.25
2027-01-31,44,3,90.30,111.75
2026-05-04,38,5,113.97,101.50
2027-09-07,47,5,50.92,43.75
2027-03-30,59,5,138.80,149.25
2026-12-26,58,5,67.56,63.25
2026-02-13,52,5,54.89,46.75
2027-08-13,42,5,49.89,53.25
2026-07-17,37,7,42.07,34.75
2027-08-25,60,5,125.30,134.00
2026-04-08,36,1,130.41,156.50
2026-07-04,44,3,72.47,75.25
2027-01-08,60,5,99.19,106.75
2027-08-05,40,1,98.45,82.75
2026-02-06,47,1,199.37,183.25
2027-01-19,48,6,150.31,147.75
2026-08-17,61,3,42.56,44.25
2027-04-09,55,4,35.72,32.50
2027-01-06,48,2,51.94,49.00
2026-03-15,49,2,94.61,113.75
2026-10-06,54,2,33.80,39.00
2026-01-06,40,2,81.10,88.00
2026-04-09,60,3,56.52,66.50
2027-01-01,48,6,88.36,82.75
2027-09-13,58,3,25.25,21.50
2027-06-11,54,4,19.14,16.25
2027-04-23,55,3,106.45,118.75
2027-06-05,48,1,229.57,241.00
2026-08-05,55,5,104.52,115.25
2026-12-24,38,1,158.61,164.00
2026-11-05,36,1,201.41,225.00
2027-07-31,40,5,53.03,58.50
2027-08-07,60,5,75.60,66.75
2026-05-10,41,6,85.71,75.50
2027-02-25,37,1,115.87,118.25
2027-03-10,52,5,135.56,112.25
2026-02-19,47,5,35.59,32.00
2026-06-16,58,1,112.37,137.75
2027-03-28,39,1,144.53,166.50
2026-07-17,60,1,89.01,90.25
2027-03-15,37,1,240.00,245.75
2026-10-24,51,7,57.01,51.25
2027-06-11,43,1,155.82,199.25
2027-03-16,39,7,45.72,38.00
2026-03-27,44,5,94.30,103.25
2027-06-04,36,5,35.57,43.00
2026-06-28,50,1,116.44,116.00
2026-06-29,60,1,159.62,135.25
2027-04-15,39,1,257.99,261.00
2026-01-26,52,5,130.09,126.75
2026-11-23,36,1,211.37,199.25
2026-02-18,52,1,162.13,155.25
2026-11-06,61,1,250.23,273.25
2027-07-12,51,6,143.12,172.25
2027-03-23,39,5,39.56,35.75
2026-03-28,49,6,34.32,34.75
2027-05-29,56,1,122.78,102.00
2027-04-17,59,5,89.03,101.25
2026-09-11,52,5,72.60,74.25
2026-01-18,50,1,236.25,246.00
2026-01-13,50,5,44.27,44.75
2027-07-18,40,1,120.73,102.75
2027-07-25,58,5,74.23,64.25
2026-11-07,56,5,114.34,112.25
2027-03-22,52,2,44.58,49.50
2027-06-14,130,3,29.30,25.00
2026-01-19,40,6,67.75,68.00
2026-04-02,49,2,79.26,89.00
2026-10-30,52,4,47.62,52.75
2026-07-04,35,7,53.48,64.50
2026-09-17,54,7,15.52,15.25
2027-03-22,55,4,42.88,37.25
2027-01-12,43,2,41.45,40.25
2026-03-21,41,0,364.70,412.50
2026-08-22,43,4,46.82,53.50
2026-06-16,44,3,72.27,71.00
2026-09-17,42,6,108.82,108.75
2027-05-23,45,3,63.21,70.75
2026-03-20,38,3,61.19,59.75
2026-08-15,130,6,55.71,67.75
2026-01-24,40,2,63.41,68.75
2026-08-18,57,5,118.85,104.25
2026-12-25,41,6,115.29,136.25
2026-07-31,57,5,50.55,45.50
2026-03-02,44,7,20.62,22.75
2027-09-12,47,1,122.66,148.00
2026-04-28,56,5,100.33,90.25
2026-03-21,44,2,42.05,40.75
2027-07-06,40,7,41.47,43.50
2026-08-24,53,3,82.98,72.50
2026-08-29,39,1,255.34,252.00
2027-08-18,42,1,183.20,223.25
2027-07-23,36,4,37.88,37.00
2026-10-19,61,1,130.00,115.25
2026-02-07,52,2,24.48,24.75
2026-02-13,59,0,354.88,365.75
2027-06-17,52,3,27.76,25.25
2026-05-22,61,2,65.54,57.75
2027-03-17,52,6,127.62,158.75
2027-07-06,61,4,15.17,18.25
2027-05-24,36,6,80.25,96.25
2027-06-17,46,6,31.42,29.00
2027-07-30,44,3,117.78,122.50
2026-10-06,45,3,109.79,95.25
2026-10-25,49,6,59.14,51.00
2026-05-28,41,6,116.11,147.00
2026-04-27,51,7,60.00,63.75
2027-08-30,50,7,14.92,19.00
2026-03-27,58,3,95.31,87.00
2026-11-30,39,4,10.80,13.00
2026-01-24,37,0,363.98,381.25
2026-08-10,35,6,120.15,108.50
2026-02-12,41,3,64.71,57.00
2026-07-10,48,2,22.74,19.25
2027-02-26,57,2,34.96,35.50
2026-01-18,36,3,102.02,100.25
2026-07-05,48,6,57.50,57.25
2026-04-17,130,4,25.68,22.25
2026-10-30,49,2,61.56,52.50
2026-04-08,44,2,29.18,31.50
2026-02-12,47,7,44.84,46.25
2027-04-22,36,7,39.72,45.75
2026-11-17,46,7,53.83,47.25
2026-07-29,37,1,170.65,156.25
2026-02-25,49,7,41.09,40.00
2027-09-06,37,5,36.04,45.25
2026-06-16,53,2,98.80,121.25
2027-07-05,53,1,124.59,102.50
2027-08-18,38,4,25.24,28.25
2027-03-09,53,4,17.50,20.50
2026-06-10,43,6,78.95,65.25
2027-08-31,56,3,86.32,77.50
2027-05-30,52,3,24.09,29.00
2026-06-04,61,6,135.22,140.25
2027-03-22,43,3,112.70,125.25
2026-10-30,40,3,69.28,59.75
2027-01-26,58,4,32.02,29.00
2026-03-08,57,2,55.40,56.75
2027-03-10,60,6,137.90,138.00
2026-03-03,57,6,150.43,142.25
2026-09-30,50,3,50.11,54.25
2026-12-25,47,3,53.39,50.50
2026-12-06,46,2,53.03,47.25
2026-07-23,41,3,75.79,90.50
2026-09-23,55,4,18.52,19.00
2026-06-15,43,2,53.49,60.00
2026-10-29,39,2,72.12,60.50
2027-01-25,49,3,115.98,107.25
2026-09-23,58,3,96.44,84.75
2026-06-02,38,7,16.63,15.25
2026-03-02,50,4,8.34,10.25
2027-03-10,37,5,115.97,126.25
2026-04-02,46,7,11.60,13.50
2026-04-26,41,7,32.37,36.25
2026-08-17,52,7,43.64,38.50
2026-08-30,54,7,16.97,14.25
2027-04-17,54,6,74.18,70.75
2026-11-06,56,2,89.75,111.75
2026-10-28,130,3,83.91,105.50
2027-08-19,51,3,54.36,61.00
2026-03-08,45,4,30.46,28.25
2027-04-04,52,6,50.14,50.75
2026-09-02,130,6,141.18,159.50
2026-03-15,40,3,41.26,38.50
2026-05-02,42,4,38.95,35.00
2026-11-30,51,2,74.34,94.25
2027-06-30,39,3,54.44,61.75
2026-04-15,51,2,69.66,79.75
2026-03-30,130,4,29.77,37.75
2026-03-15,52,4,30.63,35.00
2026-03-21,57,6,75.41,82.50
2026-10-29,42,4,27.85,28.25
2027-05-17,44,6,67.92,68.25
2026-06-10,49,3,111.34,139.25
2027-01-25,35,5,37.69,32.00
2026-05-10,47,3,24.56,22.25
2026-01-17,130,6,90.62,77.00
2026-01-31,60,2,30.98,33.50
2027-05-05,61,1,247.55,270.50
2026-12-07,53,7,33.86,29.50
2026-10-11,49,7,62.77,56.00
2026-10-17,44,7,34.74,29.75
2027-09-06,57,7,14.98,17.75
2026-10-17,50,4,31.53,38.00
2027-08-06,55,7,63.30,59.25
2026-09-16,38,3,70.66,67.00
2027-07-07,53,6,90.76,109.00
2026-05-15,44,4,44.28,49.75
2027-02-13,58,4,15.23,14.00
2026-12-13,38,2,34.67,36.75
2026-01-06,43,4,21.04,24.50
2026-07-11,58,6,106.55,91.75
2026-03-02,59,0,319.41,266.75
2026-04-03,44,6,102.00,104.50
2026-04-02,52,4,11.61,12.75
2026-11-17,52,4,19.38,22.00
2027-01-25,43,6,102.17,92.25
2026-07-29,45,2,39.52,38.25
2027-06-23,56,2,86.33,82.00
2026-12-01,46,6,73.46,86.75
2027-01-07,55,7,58.28,51.50
2026-06-03,48,7,11.13,11.50
2026-11-25,51,6,82.32,85.25
2027-05-11,49,6,64.30,69.00
2027-07-05,36,4,47.62,40.75
2027-04-09,52,2,32.08,36.25
2027-01-19,35,2,29.85,36.25
2026-07-09,41,4,27.95,24.50
2027-02-13,46,3,38.75,37.00
2026-02-03,130,7,17.32,20.25
2027-01-07,43,6,106.22,126.00
2027-02-14,50,6,32.86,30.25
2027-02-25,35,4,22.87,25.50
2026-09-30,44,6,38.72,35.25
2027-01-26,55,2,90.20,97.25
2026-02-19,55,6,85.37,83.00
2026-02-06,39,0,221.24,278.75
2026-04-21,46,2,57.70,57.00
2026-06-11,53,6,44.76,52.25
2027-05-17,50,3,66.23,73.00
2027-09-12,55,2,74.74,85.75
2027-02-13,55,2,56.49,64.75
2027-06-18,50,1,104.85,130.75
2026-01-17,38,5,42.60,43.25
2026-11-10,49,1,123.62,127.25
2026-03-14,42,5,72.40,82.75
2027-01-24,53,1,161.19,189.75
2026-08-13,59,5,92.18,82.75
2027-04-12,46,5,115.70,123.50
2026-09-02,40,1,87.49,104.25
2026-10-17,54,1,144.13,141.75
2026-11-16,44,1,164.09,153.50
2027-01-05,41,5,80.19,77.25
2026-05-21,41,5,126.07,153.75
2026-06-06,47,5,98.34,81.25
2027-05-22,44,2,75.62,96.25
2027-06-24,45,1,107.07,91.75
2027-03-21,45,5,84.17,89.00
2026-04-04,48,1,203.36,178.75
2026-02-28,61,5,91.65,99.50
2026-04-05,43,5,46.98,45.00
2026-11-11,44,5,83.24,85.50
2026-05-24,45,5,134.36,154.00
2027-04-06,51,5,42.33,48.75
2026-10-26,53,1,163.97,149.75
2027-06-22,49,5,112.04,100.75
2026-09-10,56,3,33.38,36.00
2027-05-25,51,4,45.30,53.75
2027-03-05,40,3,94.19,83.25
2026-04-28,38,2,80.14,78.50
2027-03-20,130,4,15.05,19.00
2027-07-05,59,6,139.37,155.25
2026-02-27,37,3,93.99,99.50
2026-09-22,40,6,38.57,37.25
2027-03-02,61,4,34.61,40.00
2026-10-10,58,4,10.84,9.00
2026-07-18,37,2,83.75,76.50
2027-05-22,42,6,157.29,141.50
2026-07-21,56,2,24.28,30.75
2026-03-08,47,5,107.84,121.25
2026-06-11,47,1,165.63,154.25
2026-05-20,59,1,192.48,163.25
2026-03-30,48,5,55.08,46.25
2026-10-25,43,1,238.10,208.50
2027-08-08,59,1,250.12,268.25
2027-01-26,47,1,194.37,166.25
2026-08-28,40,5,36.85,47.00
2026-06-12,42,5,46.04,55.00
2027-04-17,46,1,217.37,248.50
2027-08-12,58,5,107.27,103.75
2026-09-13,41,6,48.67,47.75
2026-08-15,38,5,89.24,99.00
2026-05-05,55,7,44.05,39.25
2026-01-02,57,5,135.52,140.75
2027-03-13,56,5,68.47,79.75
2027-01-27,42,5,40.26,36.75
2027-03-18,56,1,96.58,96.25
2027-03-26,45,1,93.40,93.00
2026-02-23,55,7,30.31,25.50
2026-08-11,39,1,87.29,77.00
2026-05-08,59,7,35.72,40.25
2027-03-14,45,7,43.19,47.00
2026-10-21,53,5,90.79,105.25
2026-03-16,36,5,129.32,114.75
2026-05-27,51,1,183.25,159.00
2027-04-11,51,1,257.96,224.50
2026-04-01,44,1,138.02,164.75
2026-10-14,61,5,41.34,34.75
2026-06-04,40,1,103.57,111.00
2027-06-19,45,5,58.89,60.25
2027-02-27,52,6,157.39,160.00
2026-09-25,37,3,67.19,60.25
2026-12-17,42,4,18.10,15.25
2026-02-26,46,0,342.17,333.75
2026-12-06,59,6,151.66,143.00
2026-11-24,60,3,93.29,81.50
2026-12-04,39,2,34.00,29.00
2026-11-27,58,6,40.46,34.50
2027-08-01,35,4,44.42,50.75
2026-07-21,59,4,37.03,37.75
2027-02-14,39,2,90.22,105.50
2026-01-02,42,5,122.48,122.50
2026-09-19,61,7,18.76,21.00
2026-06-17,42,1,151.05,125.75
2026-01-21,39,5,74.21,88.25
2027-01-19,53,5,71.35,88.75
2026-03-21,36,1,201.02,193.00
2027-01-04,36,7,53.97,68.00
2026-11-08,55,1,219.05,188.75
2026-12-20,55,7,11.76,11.00
2026-03-19,42,1,150.58,161.50
2026-04-16,46,6,140.61,118.00
2027-07-11,130,5,42.65,50.25
2026-10-01,59,4,34.52,35.75
2027-04-12,130,5,35.69,41.00
2027-08-02,42,6,33.47,28.25
2027-05-18,56,2,69.65,61.50
2026-12-30,41,2,65.56,57.75
2026-12-26,40,2,69.86,58.00
2027-07-13,41,3,77.22,63.25
2026-05-03,55,3,72.36,63.00
2027-02-05,57,3,35.53,31.50
2026-12-15,58,6,64.21,59.50
2026-02-21,55,3,35.59,34.25
2027-02-25,58,6,40.51,50.50
2026-12-09,56,3,32.68,40.75
2027-02-23,38,2,32.15,39.25
2026-02-20,36,7,11.70,11.50
2027-03-19,36,4,20.87,17.75
2026-10-03,38,4,23.47,29.50
2026-03-04,61,1,186.62,154.50
2026-03-23,56,5,129.90,149.75
2027-05-28,49,7,14.20,14.50
2027-06-06,43,5,77.44,66.75
2026-07-14,36,2,21.89,27.75
2027-03-02,58,2,52.62,46.50
2026-02-02,51,0,201.68,248.75
2027-05-09,45,4,12.43,12.00
2027-08-02,48,3,39.03,48.50
2026-02-24,58,4,34.86,36.00
2026-04-30,58,6,30.60,37.50
2027-08-09,39,4,21.59,27.75
2026-06-30,50,6,40.01,33.00
2026-02-20,45,3,96.01,94.75
2026-06-29,55,2,79.06,99.25
2027-08-04,36,6,93.13,85.00
2026-02-05,58,2,66.66,65.50
2026-10-13,37,3,60.49,59.25
2026-11-18,59,6,150.30,125.25
2027-07-11,41,6,119.40,105.50
2026-12-11,59,2,39.98,44.00
2027-08-01,47,2,64.65,79.75
2027-08-09,36,2,71.34,77.25
2026-07-06,38,3,95.47,117.00
2027-02-15,40,3,118.08,117.75
2027-03-11,47,4,21.67,24.00
2027-07-16,41,2,38.78,32.25
2026-09-13,130,5,32.98,32.75
2026-04-16,52,3,83.43,70.75
2027-02-24,39,3,32.12,38.25
2027-05-07,61,6,121.50,103.25
2026-10-01,56,2,30.38,25.00
2026-07-13,52,6,98.63,91.00
2026-12-08,40,2,37.53,33.75
2027-07-20,55,6,116.45,113.50
2027-08-07,42,2,70.65,80.00
2026-06-28,56,6,77.41,66.50
2027-05-03,38,3,38.43,35.00
2027-07-16,44,4,28.92,32.25
2026-09-28,56,3,56.05,50.50
2026-09-16,60,2,38.05,35.25
2026-02-04,45,0,273.56,310.25
2026-10-05,42,6,120.42,137.50
2027-09-11,35,5,83.05,78.50
2026-09-18,57,4,28.54,24.25
2026-04-30,35,4,44.61,56.50
2027-07-17,51,2,86.88,84.75
2027-05-18,59,4,11.81,12.75
2026-12-30,44,4,14.32,14.00
2026-01-30,54,3,73.94,61.75
2026-02-20,54,2,28.42,36.25
2026-02-17,35,2,53.35,55.25
2026-04-28,41,4,42.98,52.00
2027-02-23,41,4,44.18,47.00
2027-03-02,36,3,96.84,105.75
2027-07-25,43,4,47.52,50.50
2026-12-13,41,4,29.81,31.75
2027-05-10,58,3,110.49,139.50
2026-02-20,51,0,219.02,186.25
2026-07-09,38,2,43.26,47.25
2027-08-10,130,2,36.67,35.25
2026-10-07,36,6,60.90,54.50
2026-06-29,58,4,33.84,32.25
2026-05-02,52,6,81.63,72.00
2026-02-05,55,0,337.53,294.00
2027-07-10,59,2,64.69,54.00
2026-12-08,43,4,37.32,38.75
2027-05-04,54,7,44.25,50.50
2027-01-21,47,5,58.73,70.25
2026-03-22,61,1,144.10,138.75
2026-08-25,51,1,136.12,163.50
2026-11-26,60,7,56.28,64.75
2027-02-26,39,7,58.72,57.25
2026-12-18,61,7,34.55,35.00
2026-02-24,55,2,72.19,89.00
2027-06-16,130,7,63.67,71.25
2026-12-18,55,3,48.12,54.75
2027-05-06,36,6,126.55,125.75
2026-10-03,35,2,81.27,76.25
2026-06-27,61,2,81.89,91.50
2026-12-11,47,4,36.46,44.25
2026-11-26,54,3,78.56,66.00
2026-02-18,57,0,330.49,415.00
2027-02-15,49,2,70.31,83.75
2027-03-13,35,7,48.38,44.75
2026-02-23,49,3,96.46,109.75
2026-07-16,56,6,100.60,92.25
2026-09-19,36,6,159.97,195.25
2027-07-25,40,2,78.12,98.25
2026-07-12,39,7,56.48,68.75
2027-07-27,47,6,48.13,40.50
2027-06-23,61,1,107.92,99.00
2027-05-06,48,7,55.19,60.50
2026-12-28,52,5,103.69,103.50
2026-08-05,40,4,34.67,41.50
2026-02-17,38,4,26.25,25.00
2026-04-20,59,7,27.89,34.00
2026-04-10,43,1,237.55,271.75
2026-08-06,39,5,88.75,74.75
2026-03-09,36,7,33.28,28.75
2027-02-18,50,7,59.76,64.25
2026-12-27,47,7,49.80,41.25
2027-06-03,54,1,134.91,120.50
2027-08-10,49,4,36.63,35.50
2027-02-01,42,1,121.05,113.25
2026-11-05,49,5,116.92,106.00
2026-02-21,61,7,51.68,47.75
2026-08-31,46,1,101.85,90.50
2026-10-29,57,5,133.62,114.50
2026-09-15,60,7,13.00,13.25
2027-09-04,43,5,70.37,84.25
2026-12-24,49,4,26.76,25.75
2027-05-12,58,7,20.69,24.50
2026-08-02,36,4,42.78,43.75
2026-04-22,53,7,54.40,48.25
2026-10-16,40,4,30.18,26.75
2026-04-10,51,6,105.82,86.75
2026-10-07,61,7,17.43,15.50
2027-08-04,48,7,18.26,21.25
2027-05-19,50,7,30.53,37.50
2027-07-19,42,7,40.70,49.50
2026-09-25,43,7,23.52,30.00
2026-09-27,37,7,27.07,24.75
2026-07-18,40,4,41.42,38.50
2027-05-25,45,7,62.54,76.25
2027-07-19,48,4,18.91,17.75
2026-12-26,43,4,41.64,34.25
2026-09-06,55,3,70.16,62.00
2026-02-07,55,4,42.77,50.50
2027-05-31,46,4,37.72,44.50
2027-04-19,61,6,146.96,163.75
2026-04-26,35,3,94.87,97.25
2027-07-16,130,1,97.94,80.50
2027-07-17,42,3,34.80,31.00
2027-07-17,54,4,28.50,31.00
2026-05-02,38,1,187.76,168.75
2026-10-17,59,5,82.37,104.75
2027-04-24,61,4,42.72,47.50
2027-02-19,50,4,41.87,42.75
2027-02-26,38,3,44.98,45.00
2026-11-18,61,4,20.54,23.75
